,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4970,4970,1079858373165546583,10306459,2013-11-28,,,83%,t,11,t,BYRON SHIRE COUNCIL,,-28.65428,153.61963,Entire home,Entire home/apt,4,2.5 baths,2.0,2.0,$764.00,3,120,3,7,1125,1125,3.6,1125.0,t,5,5,16,277,7,7,2,2024-08-13,2024-12-06,5.0,4.86,5.0,5.0,5.0,5.0,4.86,11,10,1,0,1.68
4972,4972,1079968004169145176,501310713,2023-02-16,within an hour,100%,99%,t,7,t,BYRON SHIRE COUNCIL,,-28.66289,153.61033,Entire townhouse,Entire home/apt,6,2 baths,3.0,3.0,$731.00,2,365,2,7,365,365,2.7,365.0,t,6,33,63,107,17,17,0,2024-04-11,2024-10-06,4.88,4.82,4.76,4.94,5.0,4.82,4.76,6,6,0,0,2.05
4974,4974,1080000633925923925,80413838,2016-06-28,within a few hours,100%,63%,t,2,t,BYRON SHIRE COUNCIL,,-28.6357251,153.5995616,Entire rental unit,Entire home/apt,4,2.5 baths,2.0,2.0,$459.00,5,30,5,5,30,30,5.0,30.0,t,29,59,89,264,2,2,0,2024-03-18,2024-04-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.22
4979,4979,1080789141682754612,446423586,2022-02-22,within an hour,100%,98%,t,77,t,CLARENCE VALLEY COUNCIL,,-29.42389,153.31793,Entire home,Entire home/apt,8,2.5 baths,4.0,5.0,"$2,167.00",2,1125,2,7,4,1125,3.1,38.8,t,5,28,58,303,0,0,0,,,,,,,,,,75,75,0,0,
4980,4980,1080948375208095028,10840484,2013-12-27,within an hour,100%,98%,t,7,t,BYRON SHIRE COUNCIL,,-28.6360608,153.6004607,Entire rental unit,Entire home/apt,2,1 bath,1.0,,,3,365,3,3,365,365,3.0,365.0,t,0,0,0,0,5,5,1,2024-02-12,2024-11-23,5.0,5.0,4.8,5.0,5.0,5.0,4.8,5,5,0,0,0.49
4982,4982,1082313977892300694,559914974,2024-02-02,within a few hours,100%,91%,t,2,t,LISMORE CITY COUNCIL,,-28.6372,153.25419,Entire guesthouse,Entire home/apt,2,1 bath,1.0,2.0,$215.00,2,21,2,2,21,21,2.0,21.0,t,8,18,48,48,26,26,2,2024-02-23,2024-12-07,5.0,5.0,5.0,5.0,5.0,5.0,4.96,2,2,0,0,2.63
4986,4986,1084983950834069789,309048586,2019-11-12,within an hour,100%,100%,t,4,t,BYRON SHIRE COUNCIL,,-28.6471,153.61272,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$397.00,1,365,2,5,99,99,3.6,99.0,t,12,33,57,305,34,34,2,2024-03-02,2024-11-21,4.91,4.79,4.76,4.82,4.91,4.91,4.68,3,3,0,0,3.53
4989,4989,1085159964992632273,560611243,2024-02-06,within an hour,100%,100%,t,4,t,BALLINA SHIRE COUNCIL,,-28.86371,153.58269,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$293.00,1,1125,1,4,2,1125,1.9,162.8,t,9,28,58,142,4,4,1,2024-02-27,2024-11-19,5.0,5.0,5.0,5.0,5.0,5.0,4.75,4,4,0,0,0.41
4991,4991,1086401605094872896,436084287,2021-12-15,within a day,100%,77%,t,6,t,TWEED SHIRE COUNCIL,,-28.21326,153.55058,Private room in home,Private room,3,2 baths,2.0,0.0,$141.00,2,365,2,2,365,365,2.0,365.0,t,15,44,68,248,0,0,0,,,,,,,,,,2,1,1,0,
4992,4992,1086407523420028163,29187972,2015-03-11,within an hour,100%,87%,t,5,t,BALLINA SHIRE COUNCIL,,-28.8207,153.59435,Farm stay,Entire home/apt,16,5 baths,8.0,0.0,"$3,000.00",2,365,2,2,365,365,2.0,365.0,t,3,24,51,284,8,8,3,2024-03-21,2024-11-30,5.0,4.86,4.86,5.0,5.0,5.0,4.86,4,4,0,0,0.89
4993,4993,1086466655928081500,7633683,2013-07-21,within an hour,94%,100%,t,63,t,BYRON SHIRE COUNCIL,,-28.68204404176632,153.61506057301636,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$452.00,3,365,3,5,99,99,3.6,99.0,t,9,33,60,335,6,6,1,2024-04-28,2024-12-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,61,61,0,0,0.78
4995,4995,1087465046004424946,154813436,2017-10-16,within an hour,100%,100%,t,355,t,BYRON SHIRE COUNCIL,,-28.58443,153.49406,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,$211.00,1,365,1,2,365,365,1.1,365.0,t,16,44,44,44,7,7,0,2024-04-01,2024-11-09,4.71,4.57,5.0,4.71,4.71,4.71,4.43,16,16,0,0,0.81
4997,4997,1089620609209967012,52464337,2015-12-27,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.65444,153.4848,Entire guesthouse,Entire home/apt,2,1 bath,1.0,2.0,$254.00,2,365,2,2,365,365,2.0,365.0,t,1,24,51,51,25,25,2,2024-06-16,2024-11-26,5.0,4.92,5.0,5.0,5.0,5.0,4.92,1,1,0,0,4.1
4999,4999,1090136766620974880,165830342,2018-01-04,within an hour,100%,100%,t,9,t,TWEED SHIRE COUNCIL,,-28.1668145,153.5474655,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$193.00,2,1125,2,4,2,1125,2.0,88.3,t,15,32,32,34,12,12,0,2024-03-07,2024-11-11,5.0,5.0,4.92,5.0,5.0,5.0,4.83,2,2,0,0,1.27
5000,5000,1090171334604465683,560611243,2024-02-06,within an hour,100%,100%,t,4,t,BALLINA SHIRE COUNCIL,,-28.865243526826735,153.58210631534428,Entire rental unit,Entire home/apt,8,2.5 baths,4.0,4.0,$527.00,1,1125,1,4,2,1125,2.1,125.9,t,13,39,64,154,2,2,0,2024-04-07,2024-09-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.24
5012,5012,1091817768944772745,44471241,2015-09-18,within an hour,100%,68%,t,1,t,TWEED SHIRE COUNCIL,,-28.30846,153.56926,Entire home,Entire home/apt,8,2.5 baths,4.0,4.0,$893.00,6,365,6,6,365,365,6.0,365.0,t,7,7,7,217,0,0,0,,,,,,,,,,1,1,0,0,
5014,5014,1092178421287540604,559914974,2024-02-02,within a few hours,100%,91%,t,2,t,LISMORE CITY COUNCIL,,-28.63623,153.25432,Entire guesthouse,Entire home/apt,5,1 bath,2.0,2.0,$190.00,2,21,1,2,21,21,2.0,21.0,t,13,23,53,53,33,33,2,2024-04-01,2024-12-05,5.0,4.94,5.0,4.94,4.97,4.91,4.88,2,2,0,0,3.82
5020,5020,1092327787830522098,560611243,2024-02-06,within an hour,100%,100%,t,4,t,BALLINA SHIRE COUNCIL,,-28.8648489,153.5820634,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$216.00,2,1125,2,4,2,1125,2.0,160.7,t,7,31,55,134,9,9,1,2024-03-24,2024-12-01,5.0,5.0,4.89,4.89,5.0,5.0,4.89,4,4,0,0,1.01
5035,5035,1094945986783869775,560611243,2024-02-06,within an hour,100%,100%,t,4,t,BALLINA SHIRE COUNCIL,,-28.86464,153.58103,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$216.00,2,1125,2,4,2,1125,2.0,139.3,t,10,40,70,155,10,10,0,2024-07-07,2024-11-04,4.9,4.8,4.8,4.9,4.8,4.8,4.6,4,4,0,0,1.85
5036,5036,1095163361904666492,446423586,2022-02-22,within an hour,100%,98%,t,77,t,CLARENCE VALLEY COUNCIL,,-29.43704,153.36513,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$411.00,2,1125,2,7,4,1125,3.5,38.8,t,5,10,26,261,0,0,0,,,,,,,,,,75,75,0,0,
5042,5042,1095306303111873021,446423586,2022-02-22,within an hour,100%,98%,t,77,t,CLARENCE VALLEY COUNCIL,,-29.43686,153.36541,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,$534.00,2,1125,2,7,4,1125,3.5,38.8,t,6,6,6,225,0,0,0,,,,,,,,,,75,75,0,0,
5043,5043,1095865482621622432,446423586,2022-02-22,within an hour,100%,98%,t,77,t,CLARENCE VALLEY COUNCIL,,-29.43911,153.36554,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"$1,127.00",2,1125,2,7,4,1125,2.7,38.8,t,0,18,34,258,0,0,0,,,,,,,,,,75,75,0,0,
5045,5045,1096142756289141668,18639428,2014-07-22,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.73032,153.43462,Tiny home,Entire home/apt,2,1 bath,1.0,0.0,$182.00,1,365,1,3,365,365,1.4,365.0,t,6,19,45,308,69,69,6,2024-03-02,2024-12-11,4.86,4.88,4.81,4.94,4.96,4.9,4.78,2,2,0,0,7.16
5046,5046,1096602467906702266,562751733,2024-02-18,within an hour,100%,97%,t,1,t,BYRON SHIRE COUNCIL,,-28.7324486,153.4150777,Entire cabin,Entire home/apt,3,1 bath,1.0,2.0,$147.00,2,365,2,2,365,365,2.0,365.0,t,3,33,63,241,29,29,0,2024-03-03,2024-11-10,4.86,4.83,4.86,4.93,4.93,4.93,4.76,1,1,0,0,3.02
5053,5053,1097431812233336731,23632675,2014-11-11,within an hour,88%,95%,t,46,t,TWEED SHIRE COUNCIL,,-28.3011509,153.5722891,Entire home,Entire home/apt,10,2.5 baths,4.0,5.0,$905.00,1,1125,1,4,4,1125,2.5,226.6,t,18,40,64,267,5,5,2,2024-06-10,2024-12-02,5.0,5.0,4.8,5.0,5.0,4.8,4.8,43,43,0,0,0.79
5059,5059,1099038818567367400,46593959,2015-10-14,within an hour,100%,88%,t,1,t,TWEED SHIRE COUNCIL,,-28.302456897859777,153.57172217220068,Entire rental unit,Entire home/apt,2,1 bath,0.0,1.0,$240.00,2,50,1,2,50,50,2.0,50.0,t,2,19,49,49,16,16,0,2024-03-31,2024-11-09,4.88,4.88,5.0,5.0,4.88,4.81,4.63,1,1,0,0,1.85
5062,5062,1099421882760098796,5284847,2013-03-02,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.8717073,153.5875759,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,4.0,$340.00,2,365,1,3,365,365,2.1,365.0,t,15,33,33,122,31,31,3,2024-03-30,2024-11-28,4.9,4.81,4.87,4.94,4.97,4.9,4.84,1,1,0,0,3.56
5064,5064,1099494264037537261,358944856,2020-07-28,within an hour,100%,93%,t,1,f,TWEED SHIRE COUNCIL,,-28.2761196,153.5764614,Room in hotel,Private room,2,1 private bath,1.0,1.0,$303.00,1,365,1,2,365,365,1.1,365.0,t,19,48,78,167,36,36,4,2024-03-16,2024-12-07,5.0,5.0,4.97,4.94,5.0,5.0,4.94,1,0,1,0,3.93
5065,5065,1099513524058311576,152421180,2017-09-28,within a few hours,84%,99%,t,66,t,BALLINA SHIRE COUNCIL,,-28.80309,153.59351,Entire home,Entire home/apt,10,3 baths,5.0,6.0,"$1,295.00",2,1125,2,5,30,1125,2.7,37.4,t,0,0,0,0,2,2,0,2024-07-28,2024-09-01,4.5,4.5,4.5,4.5,4.5,5.0,4.5,66,61,5,0,0.43
5069,5069,1100278210430980326,190217827,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.82191,153.58734,Entire home,Entire home/apt,10,3 baths,5.0,5.0,$861.00,4,90,3,4,99,99,4.0,99.0,t,7,7,7,7,0,0,0,,,,,,,,,,65,65,0,0,
5071,5071,1100487645372654288,498657660,2023-01-30,within an hour,100%,99%,t,39,t,CLARENCE VALLEY COUNCIL,,-29.43922,153.36644,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$292.00,1,45,3,7,45,45,3.9,45.0,t,0,13,43,297,2,2,1,2024-10-05,2024-12-02,5.0,4.5,5.0,5.0,5.0,5.0,4.5,39,39,0,0,0.83
5078,5078,1101243063141964879,3934896,2012-10-21,within a few hours,100%,67%,t,1,t,BYRON SHIRE COUNCIL,,-28.49462,153.5473,Entire townhouse,Entire home/apt,4,Half-bath,2.0,2.0,$650.00,4,365,5,5,365,365,5.0,365.0,t,18,48,78,78,10,10,0,2024-03-14,2024-10-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.08
5080,5080,1101624367849139602,564362671,2024-02-27,within an hour,100%,95%,t,1,t,TWEED SHIRE COUNCIL,,-28.26787,153.53571,Entire home,Entire home/apt,16,2.5 baths,7.0,9.0,"$1,760.00",2,28,2,2,28,28,2.0,28.0,t,10,18,29,269,23,23,3,2024-03-26,2024-12-14,5.0,5.0,5.0,5.0,5.0,5.0,4.91,1,1,0,0,2.6
5087,5087,1103372933323705498,45585826,2015-10-02,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.7972698,153.4556942,Entire home,Entire home/apt,8,3 baths,3.0,7.0,$364.00,2,365,2,3,365,365,2.1,365.0,t,9,32,59,323,39,39,5,2024-04-15,2024-12-11,4.92,4.87,4.87,4.95,4.87,4.97,4.87,1,1,0,0,4.78
5089,5089,1104511397494119148,89652627,2016-08-13,within an hour,100%,96%,t,1,t,BALLINA SHIRE COUNCIL,,-28.9278178,153.4968331,Farm stay,Entire home/apt,2,1 bath,1.0,1.0,$135.00,2,1125,1,2,1125,1125,2.0,1125.0,t,7,18,46,46,21,21,3,2024-03-22,2024-12-07,5.0,5.0,4.95,4.95,5.0,4.95,5.0,1,1,0,0,2.34
5091,5091,1104608669832337961,527527578,2023-07-23,within an hour,100%,100%,t,3,t,TWEED SHIRE COUNCIL,,-28.19448,153.45087,Entire home,Entire home/apt,6,2 baths,3.0,,,5,365,5,5,365,365,5.0,365.0,t,0,0,0,0,0,0,0,,,,,,,,,,1,1,0,0,
5094,5094,1104693936039587094,394222999,2021-03-26,within an hour,100%,99%,t,34,t,CLARENCE VALLEY COUNCIL,,-29.44037,153.36657,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,$303.00,2,45,3,7,45,45,3.9,45.0,t,0,0,4,213,3,3,0,2024-08-12,2024-10-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,34,34,0,0,0.71
5095,5095,1104694101554911703,394222999,2021-03-26,within an hour,100%,99%,t,34,t,CLARENCE VALLEY COUNCIL,,-29.44051,153.3664,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,$357.00,1,45,3,7,45,45,3.9,45.0,t,5,5,15,246,5,5,0,2024-09-10,2024-11-02,5.0,5.0,5.0,5.0,5.0,5.0,4.8,34,34,0,0,1.55
5097,5097,1104877094579111835,498657660,2023-01-30,within an hour,100%,99%,t,39,t,CLARENCE VALLEY COUNCIL,,-29.43941,153.36586,Entire rental unit,Entire home/apt,8,2 baths,4.0,5.0,$227.00,3,45,2,7,45,45,3.4,45.0,t,1,5,24,294,11,11,2,2024-04-05,2024-11-24,4.82,4.64,4.91,5.0,4.91,4.91,4.73,39,39,0,0,1.29
5102,5102,1105386183661145809,7633683,2013-07-21,within an hour,94%,100%,t,63,t,BYRON SHIRE COUNCIL,,-28.6476786,153.6204735,Entire home,Entire home/apt,12,2.5 baths,5.0,7.0,"$2,330.00",1,365,3,5,99,99,3.4,99.0,t,10,31,58,327,0,0,0,,,,,,,,,,61,61,0,0,
5108,5108,1106111530658517242,201425692,2018-07-10,within a day,100%,100%,t,10,t,BYRON SHIRE COUNCIL,,-28.6876015,153.6114889,Entire home,Entire home/apt,6,3 baths,3.0,,,3,365,3,7,365,365,3.4,365.0,t,0,0,0,0,1,1,0,2024-09-27,2024-09-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,0,0,0.37
5110,5110,1106189578183312564,34612962,2015-05-30,within an hour,100%,95%,t,14,t,BYRON SHIRE COUNCIL,,-28.68697,153.61429,Entire home,Entire home/apt,16,11 baths,14.0,,,1,365,1,2,99,99,1.1,99.0,t,0,0,0,0,0,0,0,,,,,,,,,,14,8,6,0,
5111,5111,1106257318045951111,63962031,2016-03-21,within an hour,100%,78%,t,2,t,BYRON SHIRE COUNCIL,,-28.67856,153.60596,Entire rental unit,Entire home/apt,4,1 bath,1.0,,,1,365,1,1,365,365,1.0,365.0,t,0,0,0,0,28,28,3,2024-03-30,2024-11-30,4.79,4.82,4.89,4.96,4.93,4.89,4.79,2,2,0,0,3.22
5113,5113,1106954124349036566,20690211,2014-08-29,within an hour,100%,94%,t,1,t,LISMORE CITY COUNCIL,,-28.73173,153.40158,Entire cabin,Entire home/apt,2,1 bath,1.0,3.0,$120.00,1,365,1,1,365,365,1.0,365.0,t,3,3,24,200,27,27,3,2024-03-26,2024-12-11,4.81,4.74,4.7,4.74,4.85,4.78,4.78,1,1,0,0,3.06
5115,5115,1107684646855054907,38400557,2015-07-13,within a few hours,100%,93%,t,12,t,BYRON SHIRE COUNCIL,,-28.64369,153.6135,Entire rental unit,Entire home/apt,2,1 bath,1.0,,,2,30,2,2,30,30,2.0,30.0,t,0,0,0,0,10,10,0,2024-04-04,2024-08-13,5.0,5.0,5.0,5.0,4.9,5.0,4.8,11,11,0,0,1.17
5117,5117,1108201019708860356,73916155,2016-05-25,within an hour,100%,100%,t,26,t,CLARENCE VALLEY COUNCIL,,-29.43651295004237,153.36402546085208,Entire rental unit,Entire home/apt,5,1.5 baths,2.0,3.0,$348.00,2,365,2,5,365,365,2.4,365.0,t,9,30,57,329,10,10,3,2024-04-08,2024-12-01,5.0,5.0,5.0,4.9,4.9,5.0,4.9,24,24,0,0,1.19
5119,5119,1109567023668792529,62341131,2016-03-09,within an hour,100%,100%,t,77,t,TWEED SHIRE COUNCIL,,-28.37607,153.5557,Entire home,Entire home/apt,6,2 baths,3.0,4.0,"$1,076.00",1,90,2,3,90,99,2.1,96.0,t,11,11,11,11,0,0,0,,,,,,,,,,73,73,0,0,
5120,5120,1109576461286128916,34166480,2015-05-25,,,91%,t,1,t,TWEED SHIRE COUNCIL,,-28.3455696,153.4694198,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$295.00,3,365,3,3,365,365,3.0,365.0,t,17,17,17,17,0,0,0,,,,,,,,,,1,1,0,0,
5121,5121,1109632341572054870,177465566,2018-03-09,within an hour,100%,95%,t,27,t,TWEED SHIRE COUNCIL,,-28.3372189,153.5714936,Entire home,Entire home/apt,8,3 baths,4.0,6.0,$612.00,2,90,2,5,99,99,2.8,99.0,t,3,17,37,105,30,30,4,2024-03-17,2024-12-01,4.8,4.8,4.67,4.93,4.53,4.9,4.67,25,25,0,0,3.28
5127,5127,1111112287513709309,52843275,2015-12-31,within an hour,100%,100%,t,3,t,TWEED SHIRE COUNCIL,,-28.33299575204118,153.56650127438974,Entire home,Entire home/apt,9,2.5 baths,4.0,5.0,$720.00,3,365,3,3,365,365,3.0,365.0,t,0,0,0,0,1,1,0,2024-03-31,2024-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1,2,0,0.12
5128,5128,1111831887499761260,73916155,2016-05-25,within an hour,100%,100%,t,26,t,CLARENCE VALLEY COUNCIL,,-29.48044172666615,153.34042957724608,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$526.00,2,365,2,5,365,365,2.5,365.0,t,11,30,58,328,5,5,0,2024-04-08,2024-11-11,5.0,4.6,4.8,5.0,4.8,5.0,5.0,24,24,0,0,0.6
5129,5129,1111924366012019469,207691,2010-08-20,within an hour,100%,100%,t,2,t,BYRON SHIRE COUNCIL,,-28.55151996061799,153.50529760722262,Entire home,Entire home/apt,6,2 baths,3.0,0.0,$485.00,5,12,5,5,12,12,5.0,12.0,t,7,21,21,41,0,0,0,,,,,,,,,,2,1,1,0,
5132,5132,1112445287093980220,394222999,2021-03-26,within an hour,100%,99%,t,34,t,CLARENCE VALLEY COUNCIL,,-29.4377728,153.3662448,Entire home,Entire home/apt,10,4 baths,4.0,6.0,"$1,164.00",3,45,3,7,45,45,3.9,45.0,t,10,16,21,271,1,1,1,2024-12-01,2024-12-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,34,34,0,0,1.0
5136,5136,1112742701472160570,101550344,2016-10-27,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.2523336,153.5721506,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,$310.00,2,30,1,3,1125,1125,1.6,1125.0,t,3,26,41,240,23,23,3,2024-04-06,2024-12-05,4.87,4.91,4.96,4.96,4.96,4.96,4.91,1,1,0,0,2.72
5139,5139,1114618379609987874,563693823,2024-02-24,within an hour,100%,92%,t,2,t,BYRON SHIRE COUNCIL,,-28.68977,153.513351,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$309.00,1,365,1,1,365,365,1.0,365.0,t,26,56,85,260,32,32,4,2024-03-23,2024-12-07,4.97,4.97,4.97,5.0,5.0,4.88,4.94,1,1,0,0,3.58
5141,5141,1114837962434051367,103158164,2016-11-09,within an hour,100%,100%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.68066772220657,152.92751562199942,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$324.00,2,365,2,2,365,365,2.0,365.0,t,0,0,0,32,39,39,1,2024-04-12,2024-11-18,5.0,5.0,5.0,5.0,5.0,4.97,4.95,1,1,0,0,4.72
5144,5144,1114966177647529639,394222999,2021-03-26,within an hour,100%,99%,t,34,t,CLARENCE VALLEY COUNCIL,,-29.43526,153.34057,Entire home,Entire home/apt,10,3 baths,5.0,6.0,$536.00,3,45,5,7,45,45,6.7,45.0,t,0,0,0,0,4,4,0,2024-03-31,2024-10-05,5.0,5.0,5.0,5.0,5.0,4.75,5.0,34,34,0,0,0.46
5145,5145,1115386015863375158,190217827,2018-05-18,within an hour,100%,100%,t,66,t,BALLINA SHIRE COUNCIL,,-28.80786,153.5999,Entire home,Entire home/apt,10,4.5 baths,4.0,7.0,"$2,717.00",3,90,3,5,99,99,3.7,99.0,t,9,26,47,287,3,3,0,2024-10-20,2024-11-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,65,65,0,0,1.58
5148,5148,1116060173104431588,130533654,2017-05-16,within a few hours,100%,83%,t,1,f,TWEED SHIRE COUNCIL,,-28.23176,153.41408,Tiny home,Entire home/apt,2,1 bath,1.0,1.0,$183.00,1,28,1,3,28,28,1.4,28.0,t,29,59,66,209,15,15,0,2024-03-30,2024-09-09,4.87,4.87,4.87,4.8,4.93,4.93,4.87,1,1,0,0,1.72
5149,5149,1116246259363055180,341036470,2020-03-09,within an hour,97%,99%,t,43,t,RICHMOND VALLEY COUNCIL,,-29.11697,153.42968,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$434.00,2,1125,2,7,4,1125,2.8,59.3,t,16,46,76,332,0,0,0,,,,,,,,,,42,42,0,0,
5150,5150,1116246784562992040,341036470,2020-03-09,within an hour,97%,99%,t,43,t,RICHMOND VALLEY COUNCIL,,-29.11585,153.43241,Entire home,Entire home/apt,8,2 baths,3.0,4.0,$599.00,2,1125,2,7,4,1125,2.8,59.3,t,11,36,66,326,3,3,1,2024-05-06,2024-11-24,5.0,5.0,4.67,5.0,4.67,5.0,4.33,42,42,0,0,0.4
5151,5151,1116283023911883159,446423586,2022-02-22,within an hour,100%,98%,t,77,t,CLARENCE VALLEY COUNCIL,,-29.41991,153.32133,Entire home,Entire home/apt,10,5 baths,5.0,6.0,$949.00,2,1125,2,8,4,1125,2.7,68.5,t,3,15,29,280,1,1,0,2024-10-10,2024-10-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,75,75,0,0,0.45
5153,5153,1116953421577249680,91928999,2016-08-26,within an hour,100%,99%,t,25,t,TWEED SHIRE COUNCIL,,-28.3360409,153.5712746,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$499.00,2,1125,2,2,2,1125,2.0,976.6,t,15,45,75,346,1,1,0,2024-09-21,2024-09-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,24,24,0,0,0.35
5155,5155,1117599352397716055,37742462,2015-07-07,within an hour,100%,99%,t,27,t,BYRON SHIRE COUNCIL,,-28.66048,153.61451,Entire guesthouse,Entire home/apt,6,2 baths,3.0,3.0,$952.00,5,1125,3,7,1125,1125,4.3,1125.0,t,11,39,69,332,4,4,0,2024-05-14,2024-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26,26,0,0,0.56
5157,5157,1117770752289612200,62341131,2016-03-09,within an hour,100%,100%,t,77,t,TWEED SHIRE COUNCIL,,-28.31308,153.57088,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,$278.00,1,365,2,3,90,99,2.1,96.2,t,8,22,22,22,9,9,1,2024-04-28,2024-11-17,4.89,4.89,4.89,4.56,4.89,4.89,4.89,73,73,0,0,1.16
5159,5159,1117781113352379539,62341131,2016-03-09,within an hour,100%,100%,t,77,t,TWEED SHIRE COUNCIL,,-28.29527,153.57185,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$249.00,1,365,2,3,90,99,2.1,96.1,t,3,28,54,65,26,26,1,2024-04-01,2024-11-27,4.88,4.96,4.96,4.92,5.0,4.96,4.81,73,73,0,0,3.01
5163,5163,1119252086869801096,15989860,2014-05-26,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.54508965788924,153.4942821322937,Entire cabin,Entire home/apt,2,1 bath,1.0,1.0,$214.00,1,365,1,2,365,365,1.3,365.0,t,11,41,67,67,33,33,2,2024-04-01,2024-11-25,4.94,4.91,4.94,4.76,4.97,5.0,4.79,1,1,0,0,3.82
5165,5165,1119832346334026454,539951579,2023-10-02,within a few hours,100%,89%,t,3,t,TWEED SHIRE COUNCIL,,-28.29164,153.39771,Entire home,Entire home/apt,14,3 baths,0.0,6.0,$864.00,2,1125,2,7,1125,1125,2.3,1125.0,t,16,16,16,26,2,2,0,2024-07-13,2024-08-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.38
5166,5166,1119843983753855960,446423586,2022-02-22,within an hour,100%,98%,t,77,t,CLARENCE VALLEY COUNCIL,,-29.44032,153.3646,Entire home,Entire home/apt,10,2 baths,4.0,3.0,"$2,167.00",2,1125,2,7,4,1125,2.7,38.8,t,1,18,48,278,1,1,0,2024-11-12,2024-11-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,75,75,0,0,0.88
5167,5167,1119918443650332349,63962031,2016-03-21,within an hour,100%,78%,t,2,t,BYRON SHIRE COUNCIL,,-28.68006,153.60476,Entire home,Entire home/apt,10,3 baths,4.0,5.0,$650.00,3,365,3,3,365,365,3.0,365.0,t,12,12,12,26,0,0,0,,,,,,,,,,2,2,0,0,
5169,5169,1120044883153334064,9097958,2013-09-28,within an hour,100%,100%,t,2,t,CLARENCE VALLEY COUNCIL,,-29.40676,153.3502,Entire home,Entire home/apt,4,3 baths,3.0,5.0,$260.00,5,30,5,5,1125,1125,5.0,1125.0,t,0,26,56,301,0,0,0,,,,,,,,,,2,2,0,0,
