,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
665,665,17225110,3456062,2012-09-03,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.68535,153.52221,Entire home,Entire home/apt,6,1 bath,2.0,1.0,$230.00,3,1125,3,3,1125,1125,3.0,1125.0,t,3,25,49,281,164,13,1,2017-04-30,2024-12-01,4.78,4.87,4.78,4.96,4.97,4.96,4.72,1,1,0,0,1.77
668,668,17302988,116749907,2017-02-16,within an hour,100%,96%,t,1,t,TWEED SHIRE COUNCIL,,-28.24791,153.56918,Entire home,Entire home/apt,2,1 bath,0.0,1.0,$150.00,2,4,2,2,1125,1125,2.0,1125.0,t,0,4,14,113,226,17,0,2017-02-26,2024-07-22,4.93,4.94,4.97,4.97,4.97,4.9,4.86,1,1,0,0,2.38
670,670,17368082,4705700,2013-01-14,within an hour,100%,90%,t,4,t,BYRON SHIRE COUNCIL,,-28.55204,153.50337,Entire home,Entire home/apt,4,2.5 baths,2.0,2.0,$300.00,2,90,2,2,90,90,2.0,90.0,t,0,1,31,121,50,0,0,2017-03-04,2022-05-29,4.52,4.46,4.24,4.94,4.92,4.9,4.44,3,2,1,0,0.53
673,673,17387927,96934488,2016-09-27,within an hour,100%,96%,t,1,t,BALLINA SHIRE COUNCIL,,-28.79184,153.59166,Entire guest suite,Entire home/apt,4,1 bath,2.0,4.0,$283.00,2,7,1,2,7,7,2.0,7.0,t,7,29,59,313,154,15,0,2017-04-13,2024-11-10,4.88,4.88,4.83,4.94,4.95,4.95,4.77,1,1,0,0,1.65
675,675,17406544,99031227,2016-10-10,within an hour,100%,100%,t,1,f,LISMORE CITY COUNCIL,,-28.80654,153.2386,Private room in home,Private room,2,1.5 baths,1.0,1.0,$92.00,1,5,1,1,5,5,1.0,5.0,t,19,37,56,56,44,14,1,2017-07-08,2024-12-11,5.0,5.0,5.0,5.0,5.0,4.95,5.0,1,0,1,0,0.49
678,678,17448673,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.6546,153.61561,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$399.00,3,15,3,7,15,15,3.1,15.0,t,6,22,22,155,295,40,3,2017-03-18,2024-11-25,4.98,4.97,4.98,4.99,4.99,4.88,4.8,34,34,0,0,3.13
684,684,17609474,5792224,2013-04-06,within an hour,100%,90%,t,1,t,BYRON SHIRE COUNCIL,,-28.68527,153.61051,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,$294.00,1,75,1,4,75,75,1.3,75.0,t,12,24,54,54,152,47,4,2017-03-23,2024-12-07,4.81,4.81,4.82,4.93,4.95,4.82,4.81,1,1,0,0,1.61
688,688,17665696,27721752,2015-02-14,within an hour,100%,92%,t,2,t,TWEED SHIRE COUNCIL,,-28.43884,153.47087,Entire home,Entire home/apt,2,1 bath,0.0,1.0,$125.00,1,7,1,1,1125,1125,1.0,1125.0,t,5,35,65,65,116,18,1,2017-11-11,2024-11-30,4.92,4.98,4.97,4.97,4.93,4.84,4.9,2,2,0,0,1.34
689,689,17671037,120119486,2017-03-10,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.51866,153.5439,Entire home,Entire home/apt,4,1 bath,2.0,2.0,$151.00,2,14,2,2,1125,1125,2.0,1125.0,t,2,7,30,30,345,28,2,2017-04-13,2024-12-08,4.97,4.96,4.98,4.99,5.0,4.92,4.92,1,1,0,0,3.69
692,692,17725937,77168053,2016-06-11,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.80365,153.59358,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$133.00,2,28,2,3,1125,1125,2.0,1125.0,t,2,20,49,90,364,60,3,2018-10-20,2024-12-09,4.93,4.95,4.93,4.97,4.93,4.87,4.92,1,1,0,0,4.86
693,693,17751737,50679819,2015-12-06,within an hour,100%,93%,t,1,t,BALLINA SHIRE COUNCIL,,-28.76223,153.46893,Entire home,Entire home/apt,4,2 baths,2.0,2.0,$339.00,3,21,3,3,1125,1125,3.0,1125.0,t,6,20,36,36,34,13,0,2020-12-31,2024-10-07,4.85,4.82,4.62,4.94,4.82,4.94,4.65,1,1,0,0,0.71
697,697,17813178,114897815,2017-02-04,within an hour,100%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.64325,153.60957,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$376.00,3,30,1,5,1125,1125,3.0,1125.0,t,1,7,17,152,240,32,4,2017-04-01,2024-12-08,4.83,4.91,4.85,4.98,4.96,4.9,4.75,2,2,0,0,2.56
699,699,17830754,114897815,2017-02-04,within an hour,100%,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.63479,153.59914,Entire villa,Entire home/apt,6,2.5 baths,3.0,4.0,$461.00,4,30,4,7,1125,1125,4.1,1125.0,t,0,5,19,252,110,14,2,2018-08-29,2024-12-05,4.88,4.85,4.91,4.96,4.94,4.93,4.73,2,2,0,0,1.43
700,700,17832244,121957633,2017-03-22,within a day,100%,74%,t,1,t,BYRON SHIRE COUNCIL,,-28.69728,153.50773,Entire home,Entire home/apt,8,2.5 baths,4.0,5.0,$571.00,2,180,1,2,180,180,2.0,180.0,t,17,17,17,273,117,11,1,2017-07-03,2024-11-17,4.77,4.88,4.67,4.93,4.91,4.91,4.69,1,1,0,0,1.29
703,703,17869482,122325862,2017-03-24,within an hour,100%,95%,t,1,t,BYRON SHIRE COUNCIL,,-28.64516,153.62291,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,$285.00,2,10,2,4,1125,1125,2.1,1125.0,t,8,20,42,90,325,37,5,2017-04-16,2024-12-13,4.92,4.93,4.97,4.97,4.98,4.93,4.78,1,0,1,0,3.48
704,704,17870778,61999235,2016-03-07,within a few hours,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.68115,153.52522,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$125.00,2,7,2,2,7,7,2.0,7.0,t,2,16,41,214,185,32,2,2017-04-17,2024-11-27,4.96,4.97,5.0,4.99,4.97,4.92,4.94,1,1,0,0,1.98
712,712,18079304,37742462,2015-07-07,within an hour,100%,99%,t,27,t,BYRON SHIRE COUNCIL,,-28.64181,153.60437,Entire rental unit,Entire home/apt,8,3 baths,4.0,4.0,"$1,298.00",3,1125,2,5,1125,1125,4.0,1125.0,t,14,32,58,320,54,16,1,2017-09-24,2024-11-15,4.91,4.85,4.8,4.91,4.94,4.83,4.63,26,26,0,0,0.61
713,713,18079552,37742462,2015-07-07,within an hour,100%,99%,t,27,t,BYRON SHIRE COUNCIL,,-28.63908,153.60509,Entire home,Entire home/apt,8,3 baths,4.0,4.0,"$1,460.00",3,1125,3,5,1125,1125,4.0,1125.0,t,3,4,14,264,60,13,0,2017-05-13,2024-10-31,4.87,4.85,4.82,4.87,4.8,4.95,4.62,26,26,0,0,0.65
719,719,18199733,3445130,2012-09-02,within an hour,100%,100%,t,4,t,CLARENCE VALLEY COUNCIL,,-29.48051,153.36066,Entire home,Entire home/apt,8,2.5 baths,3.0,6.0,"$1,099.00",2,90,2,7,90,90,2.4,90.0,t,10,34,57,246,247,15,2,2017-05-19,2024-11-30,4.95,4.94,4.93,4.94,4.98,4.98,4.74,4,4,0,0,2.68
721,721,18273788,126336233,2017-04-17,within an hour,100%,98%,t,1,t,BYRON SHIRE COUNCIL,,-28.68851,153.52407,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,$101.00,1,6,1,1,1125,1125,1.0,1125.0,t,6,27,56,144,811,92,6,2017-04-23,2024-12-11,4.96,4.98,5.0,4.98,4.99,4.89,4.95,1,0,1,0,8.71
722,722,18274615,15586945,2014-05-16,within an hour,100%,97%,t,1,t,BYRON SHIRE COUNCIL,,-28.68925,153.52329,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,$110.00,2,14,2,2,14,14,2.0,14.0,t,6,26,56,56,243,22,0,2017-10-25,2024-10-26,4.98,4.98,4.97,4.99,4.99,4.96,4.96,1,0,1,0,2.79
723,723,18279356,64120645,2016-03-23,within an hour,100%,100%,t,2,t,CLARENCE VALLEY COUNCIL,,-29.70531,152.96614,Private room in bed and breakfast,Private room,4,1.5 baths,2.0,3.0,$116.00,1,7,1,1,7,7,1.0,7.0,t,13,43,73,348,403,35,0,2017-04-25,2024-11-02,4.95,4.97,5.0,4.98,4.98,4.9,4.95,2,0,2,0,4.33
724,724,18292457,38519780,2015-07-15,within an hour,100%,93%,t,4,t,BALLINA SHIRE COUNCIL,,-28.79591,153.59453,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,$709.00,5,1125,3,7,1125,1125,5.1,1125.0,t,0,10,36,113,55,11,0,2017-07-22,2024-11-11,4.93,4.91,4.75,4.93,4.96,4.96,4.6,2,2,0,0,0.61
725,725,18294002,8982568,2013-09-22,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.64965,153.61272,Entire home,Entire home/apt,8,2 baths,3.0,6.0,$502.00,2,1125,1,2,1125,1125,1.3,1125.0,t,7,33,59,323,352,49,3,2017-05-03,2024-11-30,4.93,4.95,4.92,4.91,4.95,4.95,4.79,1,1,0,0,3.79
727,727,18379295,127295105,2017-04-24,within an hour,100%,92%,t,1,t,BYRON SHIRE COUNCIL,,-28.63913,153.63549,Entire home,Entire home/apt,8,3 baths,4.0,4.0,"$1,371.00",2,1125,2,5,1125,1125,2.1,1125.0,t,2,27,56,202,193,25,2,2017-07-17,2024-11-29,4.9,4.91,4.85,4.97,4.96,4.92,4.64,1,1,0,0,2.14
730,730,18421011,123504396,2017-03-30,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.64557,153.62259,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,$330.00,2,600,2,2,1125,1125,2.0,1125.0,t,3,12,35,283,463,58,4,2017-06-14,2024-12-13,4.9,4.91,4.85,4.95,4.98,4.94,4.76,1,1,0,0,5.07
734,734,18510438,15070576,2014-05-04,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.67683,153.60368,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$139.00,2,6,1,2,1125,1125,2.0,1125.0,t,8,34,59,65,475,58,3,2017-07-02,2024-11-29,4.94,4.95,4.94,4.96,4.95,4.83,4.89,1,1,0,0,5.23
735,735,18600992,1354295,2011-10-31,within an hour,96%,96%,t,14,t,TWEED SHIRE COUNCIL,,-28.28124,153.57517,Entire villa,Entire home/apt,6,1 bath,2.0,4.0,$480.00,2,90,2,5,90,90,2.2,90.0,t,0,16,16,37,105,7,3,2017-12-27,2024-12-01,4.94,4.98,4.82,4.98,4.81,4.94,4.79,9,9,0,0,1.24
736,736,18618899,492915,2011-04-08,within an hour,100%,90%,t,4,t,BYRON SHIRE COUNCIL,,-28.64604,153.6088,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,$295.00,1,1125,1,3,1125,1125,1.1,1125.0,t,6,19,44,44,360,42,6,2017-05-14,2024-11-30,4.92,4.95,4.93,4.95,4.91,4.94,4.76,4,4,0,0,3.89
738,738,18655369,95813222,2016-09-19,within a few hours,100%,75%,t,4,t,LISMORE CITY COUNCIL,,-28.82275,153.33863,Private room in home,Private room,2,2.5 shared baths,1.0,1.0,$60.00,2,30,2,2,30,30,2.0,30.0,t,0,0,14,14,32,12,0,2017-07-09,2024-10-21,4.97,4.97,4.97,5.0,5.0,4.88,4.97,4,0,4,0,0.35
742,742,18827909,98088251,2016-10-05,within an hour,100%,99%,t,11,t,BYRON SHIRE COUNCIL,,-28.66093,153.6147,Entire rental unit,Entire home/apt,2,1 bath,0.0,0.0,$305.00,2,14,1,1,14,14,1.0,14.0,t,3,3,3,251,17,7,0,2019-02-09,2024-03-21,4.76,4.71,4.76,4.82,4.88,4.82,4.71,11,1,10,0,0.24
744,744,18858357,92213680,2016-08-28,within an hour,97%,100%,t,59,t,BYRON SHIRE COUNCIL,,-28.65605,153.61848,Entire home,Entire home/apt,8,1 bath,3.0,4.0,$659.00,3,1125,2,5,3,1125,3.1,86.2,t,8,27,57,312,124,2,0,2017-07-09,2024-09-28,4.85,4.9,4.91,4.95,4.93,4.74,4.75,57,57,0,0,1.37
747,747,19087407,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.65043,153.61562,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$420.00,4,1125,2,7,1125,1125,3.9,1125.0,t,4,31,61,332,270,26,2,2017-07-04,2024-11-24,4.81,4.86,4.72,4.91,4.9,4.84,4.63,34,34,0,0,2.98
748,748,19122588,7256386,2013-07-03,within an hour,100%,100%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.49233,153.23302,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$130.00,1,1125,1,1,1125,1125,1.0,1125.0,t,6,30,59,59,608,116,12,2017-07-06,2024-12-12,4.94,4.97,4.91,4.98,4.97,4.88,4.94,1,1,0,0,6.71
749,749,19140733,80785880,2016-06-29,within a few hours,100%,99%,t,1,t,BALLINA SHIRE COUNCIL,,-28.82728,153.60519,Entire bungalow,Entire home/apt,2,1 bath,1.0,1.0,$173.00,2,1125,2,4,1125,1125,2.1,1125.0,t,4,5,9,26,392,53,1,2017-10-12,2024-12-07,4.99,4.98,4.99,4.99,4.99,4.95,4.97,1,1,0,0,4.49
750,750,19145015,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.79714,153.59292,Entire home,Entire home/apt,8,2.5 baths,4.0,6.0,$641.00,3,1125,3,8,3,1125,3.4,168.1,t,2,12,32,298,76,6,1,2017-09-09,2024-12-02,4.64,4.75,4.39,4.92,4.93,4.97,4.54,22,22,0,0,0.86
753,753,19164876,108470167,2016-12-25,within an hour,100%,100%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.46207,153.19566,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,$87.00,2,182,2,4,1125,1125,2.0,1125.0,t,7,30,57,322,313,19,1,2017-07-02,2024-12-09,4.96,4.96,5.0,4.94,4.98,4.94,4.96,1,0,1,0,3.45
755,755,19203000,134353103,2017-06-10,within an hour,100%,83%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.43678,153.36059,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,$192.00,2,1125,2,2,1125,1125,2.0,1125.0,t,8,30,60,60,377,55,2,2017-08-23,2024-11-23,4.81,4.88,4.85,4.89,4.82,4.96,4.73,1,1,0,0,4.23
756,756,19228645,19656316,2014-08-07,within an hour,100%,94%,t,2,t,TWEED SHIRE COUNCIL,,-28.28018,153.576,Entire home,Entire home/apt,8,3 baths,4.0,5.0,"$1,000.00",5,30,5,5,30,30,5.0,30.0,t,4,33,63,258,24,1,0,2018-10-01,2024-01-05,4.96,4.92,4.75,4.96,5.0,4.96,4.67,2,1,1,0,0.32
762,762,19437791,92921232,2016-09-01,within an hour,100%,97%,t,1,t,TWEED SHIRE COUNCIL,,-28.29446,153.57172,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$521.00,2,30,2,3,1125,1125,2.1,1125.0,t,5,25,52,221,151,26,2,2017-09-24,2024-12-08,4.74,4.81,4.64,4.8,4.94,4.77,4.65,1,1,0,0,1.72
763,763,19440195,92213680,2016-08-28,within an hour,97%,100%,t,59,t,BYRON SHIRE COUNCIL,,-28.65534,153.6167,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$300.00,3,1125,2,5,3,1125,3.1,86.2,t,3,26,53,318,182,13,0,2017-07-02,2024-11-11,4.64,4.78,4.77,4.82,4.81,4.69,4.46,57,57,0,0,2.0
765,765,19489708,29769149,2015-03-22,within an hour,100%,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.27363,153.39626,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,$170.00,2,730,2,2,1125,1125,2.0,1125.0,t,16,34,34,34,508,69,3,2018-05-12,2024-12-06,4.89,4.93,4.74,4.97,4.96,4.93,4.86,1,1,0,0,6.32
766,766,19597450,137738310,2017-06-29,within an hour,100%,95%,t,1,t,BYRON SHIRE COUNCIL,,-28.68969,153.61171,Entire home,Entire home/apt,6,1 bath,2.0,4.0,$499.00,2,60,2,21,60,60,18.7,60.0,t,5,20,50,323,274,36,0,2017-07-08,2024-10-07,4.92,4.93,4.87,4.97,4.96,4.96,4.73,1,1,0,0,3.02
767,767,19662569,11334086,2014-01-15,within an hour,100%,99%,t,1,t,BYRON SHIRE COUNCIL,,-28.65893,153.62025,Entire cottage,Entire home/apt,4,1 bath,2.0,3.0,$400.00,2,1125,1,2,1125,1125,2.0,1125.0,t,2,13,28,266,141,58,6,2022-01-02,2024-12-11,4.94,4.92,4.98,4.97,4.98,4.86,4.73,1,1,0,0,3.92
768,768,19663081,22310752,2014-10-09,within an hour,100%,91%,t,3,t,BYRON SHIRE COUNCIL,,-28.64156,153.6083,Entire home,Entire home/apt,6,2 baths,3.0,3.0,$807.00,2,365,2,5,365,365,2.1,365.0,t,2,14,34,52,212,54,3,2017-07-24,2024-11-30,4.95,4.98,4.95,4.96,4.9,4.91,4.78,3,3,0,0,2.35
770,770,19701227,80402189,2016-06-28,within an hour,100%,98%,t,3,t,CLARENCE VALLEY COUNCIL,,-29.68453,152.8681,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,$95.00,1,20,1,1,1125,1125,1.0,1125.0,t,0,12,42,42,109,24,0,2017-09-21,2024-11-02,4.9,4.93,4.99,4.94,4.96,4.86,4.93,3,1,2,0,1.24
771,771,19704304,63010436,2016-03-14,within an hour,100%,99%,t,1,t,TWEED SHIRE COUNCIL,,-28.33705,153.57266,Entire guest suite,Entire home/apt,4,1 bath,2.0,3.0,$170.00,1,180,1,2,180,180,1.3,180.0,t,11,28,58,58,433,82,8,2019-07-22,2024-12-11,4.84,4.88,4.85,4.94,4.94,4.95,4.82,1,1,0,0,6.58
772,772,19754766,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.78892,153.58893,Entire townhouse,Entire home/apt,6,2 baths,3.0,4.0,$245.00,3,1125,3,8,3,1125,3.5,144.7,t,13,29,59,101,31,3,0,2018-12-16,2024-04-27,4.55,4.71,4.39,4.71,4.77,4.84,4.52,22,22,0,0,0.42
773,773,19775933,68731119,2016-04-24,within an hour,100%,96%,t,1,t,BYRON SHIRE COUNCIL,,-28.63507,153.60008,Entire townhouse,Entire home/apt,6,2.5 baths,3.0,4.0,$461.00,3,14,1,3,1125,1125,3.0,1125.0,t,3,21,51,318,115,13,1,2017-08-28,2024-12-08,4.83,4.9,4.79,4.94,4.95,4.91,4.72,1,1,0,0,1.29
775,775,19849407,37742462,2015-07-07,within an hour,100%,99%,t,27,t,BYRON SHIRE COUNCIL,,-28.63917,153.60481,Entire home,Entire home/apt,9,3.5 baths,5.0,5.0,"$1,079.00",3,1125,2,5,1125,1125,4.0,1125.0,t,5,22,44,291,73,9,0,2017-10-09,2024-11-14,4.71,4.84,4.7,4.77,4.71,4.79,4.58,26,26,0,0,0.83
776,776,19851039,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.7999,153.59483,Entire townhouse,Entire home/apt,5,2 baths,2.0,3.0,$285.00,3,1125,3,8,5,1125,3.7,120.6,t,15,21,21,257,47,3,0,2017-08-04,2024-09-23,4.57,4.57,4.38,4.91,4.89,5.0,4.45,22,22,0,0,0.52
777,777,19863394,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.79679,153.5946,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,$493.00,3,1125,3,8,3,1125,3.4,135.4,t,4,21,26,256,50,5,1,2018-01-25,2024-12-02,4.8,4.92,4.74,4.98,4.9,5.0,4.78,22,22,0,0,0.6
778,778,19863927,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.79421,153.58856,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$204.00,3,1125,3,9,5,1125,3.8,120.8,t,6,27,54,289,23,2,0,2018-03-03,2024-11-14,4.61,4.91,4.87,5.0,4.91,4.96,4.78,22,22,0,0,0.28
779,779,19876127,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.80314,153.59729,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$305.00,3,1125,3,7,3,1125,4.0,118.9,t,2,18,41,170,33,3,1,2018-01-26,2024-11-17,4.73,4.85,4.58,4.76,4.94,5.0,4.67,22,22,0,0,0.39
780,780,19876510,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.80314,153.59729,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$285.00,3,1125,3,7,3,1125,3.5,100.8,t,0,0,0,3,17,0,0,2018-04-02,2023-12-04,4.71,4.71,4.47,4.82,4.71,5.0,4.41,22,22,0,0,0.21
781,781,19879594,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.80314,153.59729,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,$390.00,3,1125,3,8,7,1125,6.6,138.1,t,1,9,30,245,12,2,0,2017-11-12,2024-09-06,4.75,4.75,4.83,5.0,4.83,4.92,4.5,22,22,0,0,0.14
782,782,19894686,42459921,2015-08-25,within an hour,100%,100%,t,1,t,LISMORE CITY COUNCIL,,-28.76771,153.42543,Entire cottage,Entire home/apt,2,1 bath,1.0,,,2,60,1,2,60,60,2.0,60.0,t,0,1,3,3,97,28,2,2017-09-16,2024-11-30,5.0,5.0,4.98,5.0,5.0,5.0,4.94,1,1,0,0,1.1
789,789,20057076,133445462,2017-06-04,within an hour,100%,100%,t,22,t,BALLINA SHIRE COUNCIL,,-28.80314,153.59729,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$305.00,3,1125,3,7,5,1125,5.0,100.8,t,2,25,55,325,5,0,0,2018-04-01,2021-12-28,4.6,4.4,4.4,4.8,4.8,4.8,4.2,22,22,0,0,0.06
792,792,20138921,141760784,2017-07-21,within an hour,100%,96%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.68066,152.90506,Entire home,Entire home/apt,6,1 bath,2.0,3.0,$165.00,2,1125,2,2,1125,1125,2.0,1125.0,t,7,24,47,289,159,30,1,2017-11-05,2024-11-21,4.95,4.96,4.87,4.97,4.96,4.98,4.91,1,1,0,0,1.84
796,796,20215941,144014642,2017-08-02,,,93%,t,1,t,BYRON SHIRE COUNCIL,,-28.63558,153.57974,Entire guesthouse,Entire home/apt,2,1 bath,0.0,0.0,$500.00,2,1125,2,2,1125,1125,2.0,1125.0,t,1,1,2,273,204,11,0,2017-08-26,2024-04-01,4.96,4.97,4.9,4.96,4.96,4.74,4.79,1,1,0,0,2.29
799,799,20309657,6518596,2013-05-22,within an hour,100%,100%,t,6,t,CLARENCE VALLEY COUNCIL,,-29.867928,153.265854,Entire guest suite,Entire home/apt,6,1 bath,2.0,5.0,$469.00,1,65,1,7,365,365,2.3,365.0,t,5,23,50,301,38,4,0,2017-12-30,2024-09-29,4.76,4.84,4.74,4.97,4.87,4.92,4.5,5,5,0,0,0.45
802,802,20369703,2014864,2012-03-27,within an hour,100%,87%,t,1,t,BALLINA SHIRE COUNCIL,,-28.78952,153.58815,Entire home,Entire home/apt,6,3.5 baths,4.0,5.0,$500.00,1,180,1,1,180,180,1.0,180.0,t,0,24,54,221,45,18,4,2017-09-17,2024-12-07,4.93,4.96,4.84,4.96,5.0,4.89,4.71,1,1,0,0,0.51
803,803,20414025,27513745,2015-02-10,within an hour,100%,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.58298,153.46565,Entire cabin,Entire home/apt,2,1 bath,1.0,1.0,$184.00,2,12,2,2,1125,1125,2.0,1125.0,t,9,33,48,214,219,18,3,2017-09-03,2024-12-11,5.0,5.0,4.96,5.0,5.0,5.0,4.95,1,1,0,0,2.47
805,805,20446208,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.65128,153.61656,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$370.00,4,1125,1,7,1125,1125,3.9,1125.0,t,5,27,57,327,284,29,5,2017-09-17,2024-12-08,4.71,4.83,4.71,4.92,4.91,4.77,4.59,34,34,0,0,3.22
808,808,20527097,146557929,2017-08-18,within a few hours,100%,93%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.43829,153.36477,Entire bungalow,Entire home/apt,7,1.5 baths,3.0,5.0,$414.00,3,30,1,5,30,30,3.0,30.0,t,2,16,18,204,67,3,0,2017-09-26,2024-09-23,4.82,4.82,4.82,4.97,4.94,4.97,4.72,1,1,0,0,0.76
809,809,20541923,8072077,2013-08-10,within an hour,100%,100%,t,5,t,CLARENCE VALLEY COUNCIL,,-29.69125,152.93824,Tiny home,Entire home/apt,6,1 bath,2.0,4.0,$182.00,2,28,2,3,6,1125,2.1,1059.9,t,14,44,74,114,49,1,0,2018-04-28,2024-10-27,4.84,4.9,4.88,5.0,4.94,4.96,4.8,5,5,0,0,0.61
811,811,20670255,22388435,2014-10-11,within an hour,100%,100%,t,1,t,BALLINA SHIRE COUNCIL,,-28.86579,153.57013,Entire guesthouse,Entire home/apt,6,2 baths,2.0,3.0,$121.00,2,250,1,2,1125,1125,2.0,1125.0,t,5,30,55,302,103,33,4,2020-10-03,2024-11-29,4.83,4.87,4.81,4.96,4.95,4.97,4.73,1,1,0,0,2.01
813,813,20823349,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.6543,153.61955,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$306.00,4,1125,4,7,1125,1125,4.1,1125.0,t,5,21,36,283,254,18,3,2017-09-17,2024-12-04,4.75,4.81,4.76,4.91,4.9,4.69,4.54,34,34,0,0,2.88
814,814,20835374,119329,2010-05-06,within an hour,100%,92%,t,39,t,BYRON SHIRE COUNCIL,,-28.65548,153.61947,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$413.00,4,1125,1,5,1125,1125,3.8,1125.0,t,3,29,56,323,236,29,0,2017-09-30,2024-11-14,4.73,4.81,4.81,4.86,4.85,4.63,4.56,34,34,0,0,2.69
817,817,20874238,149871518,2017-09-09,within an hour,100%,96%,t,2,t,BYRON SHIRE COUNCIL,,-28.50456,153.55196,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$296.00,2,730,2,5,10,730,2.3,497.1,t,3,25,49,241,285,40,3,2017-09-29,2024-12-02,4.91,4.89,4.96,4.98,4.97,4.98,4.87,1,1,0,0,3.24
