,id,name,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
1,59459,Tea on the Terrace,285576,Liz,2010-11-12,within an hour,100.0,93%,t,1,t,CLARENCE VALLEY COUNCIL,,-29.45952,153.20248,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,80.0,1,6,1,1,6,6,1.0,6.0,t,11,29,59,59,343,45,3,4.92,4.93,4.94,4.94,4.94,4.8,4.92,f,1,0,1
8,410733,Byron Bay Breathing Space - Beachside,2034145,Al,2012-03-29,,,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.49026107788086,153.54681396484375,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,320.0,90,100,90,90,1125,1125,90.0,1125.0,t,29,59,89,179,89,1,0,4.82,4.8,4.91,4.97,4.92,4.9,4.53,t,1,0,1
25,587766,Lilli Pilli Guest Room with ensuite,2899669,Jodie,2012-07-11,within an hour,100.0,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.65827,153.60944,Private room in guesthouse,Private room,2,1.0,1 private bath,2.0,1.0,129.0,2,1125,2,4,1125,1125,2.0,1125.0,t,4,8,27,274,497,35,5,4.85,4.89,4.92,4.97,4.95,4.81,4.85,t,3,1,2
27,596843,Tranquil Studio 5kms from Byron Bay,2921954,Natasha,2012-07-13,within an hour,100.0,67%,f,1,t,BYRON SHIRE COUNCIL,,-28.6449,153.558,Private room in guesthouse,Private room,2,1.0,1 private bath,1.0,1.0,110.0,3,30,3,3,30,30,3.0,30.0,t,4,12,34,34,71,7,1,4.81,4.89,4.73,4.93,4.92,4.85,4.8,f,1,0,1
29,631809,Nature Lover's Vegan Paradise,3142270,Garry,2012-08-02,within an hour,100.0,100%,t,3,t,BYRON SHIRE COUNCIL,,-28.58522,153.46753,Private room in farm stay,Private room,2,0.5,Private half-bath,1.0,1.0,98.0,1,1125,1,1,1125,1125,1.0,1125.0,t,13,18,34,302,508,60,9,4.96,4.96,4.88,4.97,4.98,4.96,4.96,t,3,2,1
30,648394,Byron 4 Star Room! Walk to Beach,791858,Philip,2011-07-07,within a few hours,100.0,63%,f,2,t,BYRON SHIRE COUNCIL,,-28.6807,153.60808,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,240.0,2,91,2,3,91,91,2.1,91.0,t,30,60,90,90,23,1,0,4.67,4.65,4.57,4.78,4.91,4.65,4.43,f,2,0,2
32,706964,Room w/own entrance kitchenette & bthrm,998147,Emma,2011-08-20,within an hour,100.0,90%,f,1,t,BYRON SHIRE COUNCIL,,-28.65905,153.60938,Private room in home,Private room,2,1.5,1.5 baths,1.0,1.0,113.0,2,14,1,2,14,14,2.0,14.0,t,1,15,33,194,638,51,5,4.69,4.73,4.82,4.88,4.89,4.66,4.68,f,1,0,1
38,855531,"Tranquil, Comfy Room with Ensuite",1742857,Deborah,2012-02-12,within an hour,100.0,53%,f,1,t,BYRON SHIRE COUNCIL,,-28.65853,153.61328,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,210.0,1,8,1,1,8,8,1.0,8.0,t,15,45,75,347,178,3,0,4.48,4.66,4.64,4.53,4.65,4.61,4.55,f,1,0,1
39,857366,Breeze Byron Bay Holiday Accommodation,4484372,Raeleen,2012-12-25,within a day,100.0,79%,f,5,t,BYRON SHIRE COUNCIL,,-28.66379,153.6114,Private room in home,Private room,2,2.0,2 shared baths,1.0,1.0,59.0,3,1125,3,3,1125,1125,3.0,1125.0,t,11,11,11,11,202,6,0,4.58,4.64,4.5,4.76,4.75,4.45,4.53,f,5,1,4
41,880854,Seaside City Beach House,3794750,Anna,2012-10-08,within an hour,100.0,100%,t,5,t,TWEED SHIRE COUNCIL,,-28.28332,153.57324,Private room in guest suite,Private room,2,1.0,1 private bath,1.0,1.0,113.0,1,60,1,1,1125,1125,1.0,1125.0,t,2,2,2,226,667,65,10,4.83,4.88,4.93,4.93,4.87,4.8,4.84,t,4,3,1
49,1014619,Balyarta Om Sunny Palm Room Byron Bay.,5581752,Balyarta,2013-03-23,a few days or more,0.0,,f,6,t,BYRON SHIRE COUNCIL,,-28.68361,153.60814,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,94.0,90,90,90,90,90,90,90.0,90.0,t,30,60,90,365,165,0,0,4.87,4.87,4.91,4.87,4.84,4.79,4.81,f,3,1,2
58,1328605,Lilac Room in Beautiful Byron Bay,6694798,Jeanine,2013-06-02,within a few hours,100.0,93%,t,7,t,BYRON SHIRE COUNCIL,,-28.65246,153.62046,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,100.0,3,730,2,6,730,730,2.4,730.0,t,4,16,36,95,327,24,2,4.93,4.95,4.93,4.95,4.97,4.81,4.88,f,7,4,3
59,1328784,Byron TreeTop  King Room,6694798,Jeanine,2013-06-02,within a few hours,100.0,93%,t,7,t,BYRON SHIRE COUNCIL,,-28.65338,153.61912,Private room in home,Private room,2,1.0,1 shared bath,1.0,2.0,87.0,2,60,2,2,60,60,2.0,60.0,t,3,13,39,305,240,36,2,4.93,4.93,4.93,4.96,4.98,4.75,4.87,f,7,4,3
66,1678413,Modern Villa in Kingscliff,1758798,John,2012-02-16,within a few hours,100.0,90%,t,1,t,TWEED SHIRE COUNCIL,,-28.25785,153.57346,Private room in condo,Private room,4,1.5,1.5 baths,2.0,3.0,106.0,90,1125,90,90,1125,1125,90.0,1125.0,t,4,34,57,286,253,20,3,4.78,4.84,4.91,4.92,4.96,4.94,4.85,f,1,0,1
77,1920198,"4 Star Queen Room, Walk to Beach",791858,Philip,2011-07-07,within a few hours,100.0,63%,f,2,t,BYRON SHIRE COUNCIL,,-28.68065,153.60593,Private room in bed and breakfast,Private room,2,1.0,1 shared bath,1.0,0.0,240.0,2,91,2,2,91,91,2.0,91.0,t,30,60,90,361,26,3,0,4.73,4.73,4.31,4.88,4.85,4.77,4.42,f,2,0,2
94,2256708,Sunny private room with ensuite,9566135,David,2013-10-22,a few days or more,0.0,,f,3,f,BYRON SHIRE COUNCIL,,-28.63969,153.55593,Private room in bed and breakfast,Private room,2,1.0,1 bath,1.0,1.0,190.0,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,364,34,0,0,4.88,5.0,4.94,5.0,5.0,4.82,4.97,f,2,1,1
111,2455013,Tweed Valley B&B - detached retreat,6417378,Lena,2013-05-16,,,0%,f,3,t,TWEED SHIRE COUNCIL,,-28.41891,153.41493,Private room in bed and breakfast,Private room,4,1.0,1 bath,1.0,2.0,100.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,83,0,0,4.93,4.89,4.98,4.98,4.95,4.94,4.96,f,3,2,1
112,2461879,Rural retreat near Byron beaches,12489078,Sherry Ann,2014-02-23,within an hour,100.0,96%,t,1,t,BALLINA SHIRE COUNCIL,,-28.84025,153.44145,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,138.0,1,7,1,1,7,7,1.0,7.0,t,17,47,77,164,132,17,1,4.98,4.95,4.98,4.95,4.98,4.88,4.89,f,1,0,1
115,2483974,Penthouse Overlooking Coolangatta,9089878,Robert & Evelyn,2013-09-27,within an hour,100.0,100%,t,1,t,TWEED SHIRE COUNCIL,,-28.169701641828205,153.54212443257515,Private room in condo,Private room,4,1.0,1 private bath,2.0,2.0,200.0,2,180,2,5,1125,1125,2.2,1125.0,t,7,30,58,212,283,28,2,4.9,4.88,4.88,4.92,4.94,4.94,4.88,f,1,0,1
125,2710132,"A Beautiful Place, A Beautiful Town",13869627,Ruth,2014-04-03,within an hour,100.0,98%,t,1,t,BYRON SHIRE COUNCIL,,-28.68343,153.53254,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,92.0,1,14,1,1,1125,1125,1.0,1125.0,t,15,40,70,219,197,27,3,4.9,4.95,4.96,4.96,4.95,4.87,4.82,f,1,0,1
129,2731583,Lovely Room Byron Bay Tree house,6694798,Jeanine,2013-06-02,within a few hours,100.0,93%,t,7,t,BYRON SHIRE COUNCIL,,-28.65239,153.61888,Private room in home,Private room,3,1.5,1.5 baths,1.0,1.0,145.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,46,97,28,3,4.98,4.93,4.99,4.96,4.98,4.83,4.81,f,7,4,3
133,2837801,Art House Byron Bay,13681060,Jane,2014-03-30,,,,f,1,t,BYRON SHIRE COUNCIL,,-28.58054,153.49029,Private room in ranch,Private room,2,1.5,1.5 baths,1.0,1.0,200.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,15,0,0,4.93,4.87,4.8,5.0,4.93,4.87,4.8,t,1,0,1
140,3094305,"Studio Apartment 15; 1 Room, sleeps up to 5",15654172,Pottsville,2014-05-17,,,100%,f,3,f,TWEED SHIRE COUNCIL,,-28.384,153.56687,Private room in guesthouse,Private room,5,,1 private bath,1.0,,,2,14,2,2,99,99,2.0,99.0,t,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,t,3,1,2
141,3116311,Family Unit 14/16; Sleeps 6,15654172,Pottsville,2014-05-17,,,100%,f,3,f,TWEED SHIRE COUNCIL,,-28.38338,153.56713,Private room in guesthouse,Private room,6,,1 private bath,1.0,,,2,14,2,2,99,99,2.0,99.0,t,0,0,0,0,3,3,0,4.0,3.67,4.67,4.67,4.33,4.67,3.33,t,3,1,2
154,3379862,The Hut,17050831,Ouida,2014-06-20,within an hour,100.0,83%,t,1,t,BYRON SHIRE COUNCIL,,-28.6434,153.49841,Private room in guest suite,Private room,2,1.5,1.5 baths,1.0,1.0,200.0,1,5,1,1,5,5,1.0,5.0,t,10,37,65,330,248,21,1,4.89,4.93,4.79,4.95,4.94,4.96,4.8,f,1,0,1
168,3638559,Spacious room with private deck,18356094,Kendall,2014-07-18,,,,f,1,t,BYRON SHIRE COUNCIL,,-28.52038,153.53423,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,150.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,28,0,0,4.61,4.54,4.71,4.82,4.75,4.89,4.57,f,1,0,1
183,3869822,Clarkes Beach Hideaway Courtyard Room,6202217,Jenny,2013-05-02,within an hour,100.0,94%,f,2,t,BYRON SHIRE COUNCIL,,-28.6462,153.62273,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,130.0,1,3,1,1,3,3,1.0,3.0,t,6,36,66,336,173,25,3,4.68,4.64,4.68,4.79,4.79,4.87,4.44,f,2,0,2
194,4157597,Gorgeous Garden Room,3722119,Suzette,2012-10-01,within an hour,100.0,99%,t,4,t,BYRON SHIRE COUNCIL,,-28.65355,153.61479,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,1.0,119.0,2,4,1,2,1125,1125,2.0,1125.0,t,8,10,28,28,522,75,1,4.8,4.86,4.92,4.87,4.88,4.74,4.67,t,4,2,2
195,4157601,Hidden Garden (Twin Room),3722119,Suzette,2012-10-01,within an hour,100.0,99%,t,4,t,BYRON SHIRE COUNCIL,,-28.65308,153.61514,Private room in townhouse,Private room,2,1.5,1.5 shared baths,1.0,2.0,124.0,2,4,1,2,1125,1125,2.0,1125.0,t,8,26,41,41,613,66,4,4.81,4.84,4.91,4.87,4.88,4.77,4.71,t,4,2,2
215,4549087,Byron Casa Rosa Guesthouse Master Bedroom,23585577,Jacquie,2014-11-10,within an hour,100.0,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.54903,153.49188,Private room in home,Private room,2,1.5,1.5 baths,1.0,2.0,93.0,2,1125,2,2,1125,1125,2.0,1125.0,t,16,46,76,346,68,5,0,4.79,4.82,4.76,4.85,4.85,4.87,4.71,f,3,0,3
216,4549407,Byron Casa Rosa Guesthouse - Room 2,23585577,Jacquie,2014-11-10,within an hour,100.0,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.54724,153.49061,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,83.0,2,14,2,2,1125,1125,2.0,1125.0,t,26,56,86,357,148,3,0,4.78,4.84,4.77,4.89,4.83,4.83,4.81,f,3,0,3
217,4549458,Byron Casa Rosa Guesthouse - Room 3,23585577,Jacquie,2014-11-10,within an hour,100.0,97%,t,3,t,BYRON SHIRE COUNCIL,,-28.54874,153.49273,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,73.0,2,1125,2,2,1125,1125,2.0,1125.0,t,11,41,71,340,178,12,0,4.72,4.8,4.71,4.86,4.81,4.86,4.76,t,3,0,3
230,4767000,Spacious double room,2008517,Kristen,2012-03-26,,,,f,1,t,TWEED SHIRE COUNCIL,,-28.41688,153.3312,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,79.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,60,0,0,4.7,4.75,4.97,4.85,4.83,4.9,4.75,f,1,0,1
233,4802333,Amazing house -Own space- 3 month - big discount,14428291,Christine,2014-04-18,within an hour,100.0,98%,f,1,t,TWEED SHIRE COUNCIL,,-28.21173,153.49353,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,60.0,90,320,90,90,320,320,90.0,320.0,t,30,60,90,365,11,0,0,4.82,4.73,4.55,4.91,4.91,4.82,4.91,t,1,0,1
253,5008515,Whole House in South Golden Beach,7438662,Jane,2013-07-12,within a day,50.0,47%,f,2,t,BYRON SHIRE COUNCIL,,-28.49601,153.54418,Private room in bungalow,Private room,4,,1 shared bath,2.0,,,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,89,0,0,0,,,,,,,,f,1,0,1
257,5129958,ByronBay central private ensuite,138120377,Laura,2017-07-02,,,,f,4,t,BYRON SHIRE COUNCIL,,-28.64587,153.60803,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,107.0,1,1125,1,1,1125,1125,1.0,1125.0,t,3,12,23,198,547,56,1,4.55,4.72,4.67,4.79,4.79,4.75,4.49,f,2,0,2
258,5136380,Byron Bay Central Private bathroom,25917691,Valentina,2015-01-11,within an hour,100.0,98%,,4,t,BYRON SHIRE COUNCIL,,-28.64686,153.60767,Private room in home,Private room,2,,3 baths,,,,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,48,5,0,4.48,4.5,4.69,4.69,4.77,4.73,4.32,f,1,0,1
274,5579436,Byron Central private ensuite,138120377,Laura,2017-07-02,,,,f,4,t,BYRON SHIRE COUNCIL,,-28.64607,153.60765,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,112.0,1,1125,1,1,1125,1125,1.0,1125.0,t,1,4,22,187,507,56,3,4.6,4.72,4.74,4.85,4.82,4.83,4.59,f,2,0,2
280,5739181,Private Sunlit Room with a Courtyard garden oasis,29765701,Angelique,2015-03-22,within an hour,100.0,98%,t,1,t,BYRON SHIRE COUNCIL,,-28.6866323,153.608006,Private room in guest suite,Private room,2,1.5,1.5 baths,1.0,1.0,120.0,1,1125,1,1,1125,1125,1.0,1125.0,t,1,1,13,13,106,37,1,4.92,4.93,4.93,4.92,4.95,4.83,4.78,t,1,0,1
287,6020096,The Barefoot Loft,2559692,Gigi,2012-06-06,within an hour,100.0,99%,,5,t,BYRON SHIRE COUNCIL,,-28.65696,153.61616,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,209.0,1,1125,1,4,1125,1125,1.5,1125.0,t,12,26,26,26,94,43,5,4.97,4.98,4.98,4.89,4.99,4.81,4.84,t,2,1,1
289,6033376,Salt Resort & Spa Lagoon Pool Access 2 b/r suite,31315468,Deborah,2015-04-16,within an hour,100.0,100%,t,5,t,TWEED SHIRE COUNCIL,,-28.27682,153.57531,Private room in resort,Private room,6,2.0,2 baths,2.0,6.0,485.0,3,120,1,5,1125,1125,3.7,1125.0,t,3,29,55,318,196,18,1,4.86,4.93,4.75,4.82,4.94,4.98,4.81,f,5,0,5
290,6045707,Best Location For Shared Accom In Byron Bay!!,31376764,Mark,2015-04-17,within an hour,100.0,98%,t,3,t,BYRON SHIRE COUNCIL,,-28.64759,153.61649,Private room in rental unit,Private room,2,1.0,1 shared bath,2.0,1.0,99.0,1,365,1,3,365,365,1.0,365.0,t,2,15,38,38,551,30,4,4.87,4.89,4.83,4.93,4.95,4.94,4.83,f,3,1,2
293,6200146,"Beautiful,spacious,airy king sized room",3189652,Denise,2012-08-07,within an hour,100.0,83%,t,2,t,TWEED SHIRE COUNCIL,,-28.33369,153.56435,Private room in home,Private room,4,1.5,1.5 shared baths,1.0,1.0,116.0,2,60,2,2,60,60,2.0,60.0,t,16,46,76,351,139,8,0,4.87,4.93,4.91,4.95,4.93,4.86,4.88,f,2,0,2
296,6278099,Summer On Avoca,19656316,Leanne,2014-08-07,within an hour,100.0,94%,t,2,t,TWEED SHIRE COUNCIL,,-28.2804,153.57513,Private room in home,Private room,6,2.0,2 baths,3.0,4.0,293.0,1,2,1,1,2,2,1.0,2.0,t,0,11,41,310,188,16,3,4.93,4.95,4.94,4.95,4.91,4.96,4.89,f,2,1,1
298,6375767,U,33228067,Karl,2015-05-12,,,,f,1,t,BYRON SHIRE COUNCIL,,-28.66031,153.61365,Private room in townhouse,Private room,2,1.5,1.5 baths,1.0,1.0,1651.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,1,0,0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,f,1,0,1
304,6515928,10mins to GC Airport.... Perfect !!,26726040,Hamidah,2015-01-26,,,,f,1,t,TWEED SHIRE COUNCIL,,-28.21759,153.53233,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,129.0,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,364,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1
318,7213250,Sunrise Estate Healing Byron Bay and Mullumbimby,303428,Paul,2010-11-29,within an hour,100.0,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.59638,153.46741,Private room in villa,Private room,2,1.0,1 private bath,1.0,1.0,220.0,1,1125,1,1,1125,1125,1.0,1125.0,t,24,54,84,355,10,5,0,5.0,4.9,4.9,5.0,5.0,4.9,4.7,f,1,0,1
322,7280187,JOYFUL DRIFT Byron Bay Holiday Accommodation,4484372,Raeleen,2012-12-25,within a day,100.0,79%,f,5,t,BYRON SHIRE COUNCIL,,-28.66379,153.6114,Private room in home,Private room,2,2.0,2 shared baths,1.0,1.0,56.0,3,60,3,5,30,60,3.0,59.7,t,5,15,15,15,105,10,0,4.65,4.73,4.74,4.83,4.81,4.62,4.59,f,5,1,4
324,7339731,Luxury eco friendly home,559484,Salila,2011-05-05,,,,f,3,t,BYRON SHIRE COUNCIL,,-28.64354,153.55565,Private room in bed and breakfast,Private room,2,1.0,1 bath,1.0,1.0,106.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,11,0,0,4.82,4.64,4.82,4.9,4.91,4.7,4.5,f,1,0,1
326,7367910,New Years Fall's Fest Special!,2059058,Kelly,2012-04-02,,,,f,2,t,BYRON SHIRE COUNCIL,,-28.4935,153.537,Private room in loft,Private room,2,1.0,1 bath,1.0,1.0,150.0,90,1125,90,90,1125,1125,90.0,1125.0,t,28,58,88,178,18,0,0,4.94,4.94,4.94,4.89,4.89,4.94,4.89,f,1,0,1
333,7679991,Double room & lounge in Lennox head near Byronbay.,20751982,Debbie,2014-08-31,,,,f,2,t,BALLINA SHIRE COUNCIL,,-28.82252,153.59456,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,211.0,90,1125,90,90,1125,1125,90.0,1125.0,t,29,59,89,364,37,0,0,4.49,4.46,4.7,4.81,4.92,4.54,4.49,f,2,0,2
340,7809784,Is a place I call home,41113553,Liz,2015-08-10,within an hour,100.0,86%,f,1,t,BYRON SHIRE COUNCIL,,-28.64807,153.62037,Private room in bed and breakfast,Private room,2,2.0,2 baths,1.0,2.0,110.0,2,4,2,2,4,4,2.0,4.0,t,2,5,13,273,324,81,6,4.96,4.94,4.97,4.96,4.98,4.93,4.87,f,1,0,1
347,8179477,Tranquil beachside haven,3924125,Glenda,2012-10-19,within an hour,100.0,48%,t,2,t,TWEED SHIRE COUNCIL,,-28.38845,153.56038,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,135.0,1,1125,1,1,1125,1125,1.0,1125.0,t,11,33,38,308,71,13,2,5.0,4.99,5.0,4.99,5.0,4.9,4.97,f,2,1,1
362,8975519,"Garden paradise, beautiful large room.",14103317,RaphaelLee,2014-04-09,within an hour,100.0,94%,t,2,t,BYRON SHIRE COUNCIL,,-28.63048,153.58588,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,135.0,1,28,1,1,28,28,1.0,28.0,t,17,35,35,35,198,20,2,4.85,4.92,4.77,4.96,4.97,4.81,4.84,f,2,1,1
376,9478116,Lovely large rooms nr. Byron Bay,49127173,Magwatha,2015-11-15,,,,f,1,t,BYRON SHIRE COUNCIL,,-28.55219,153.43782,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,125.0,90,1125,90,90,1125,1125,90.0,1125.0,t,30,60,90,365,133,0,0,4.86,4.8,4.6,4.92,4.88,4.92,4.82,f,1,0,1
380,9549701,Catbird Garden Room,34943732,Jenny,2015-06-03,,,91%,f,1,t,BYRON SHIRE COUNCIL,,-28.66331,153.61119,Private room in townhouse,Private room,2,1.0,1 bath,1.0,1.0,178.0,2,30,2,2,1125,1125,2.0,1125.0,t,18,18,18,86,248,6,0,4.86,4.91,4.81,4.9,4.91,4.67,4.77,t,1,0,1
387,9682552,"Light private room, own bathroom and entrance.",50015509,Lily,2015-11-27,within an hour,100.0,99%,t,1,t,BYRON SHIRE COUNCIL,,-28.65942,153.61913,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,114.0,2,1125,2,2,1125,1125,2.0,1125.0,t,2,21,36,117,568,64,4,4.86,4.93,4.86,4.96,4.96,4.83,4.88,t,1,0,1
390,9701732,Ensuite Room,26972595,Marion,2015-01-30,within an hour,100.0,100%,t,4,t,BYRON SHIRE COUNCIL,,-28.65119,153.61648,Private room in townhouse,Private room,3,1.0,1 private bath,1.0,2.0,148.0,3,40,1,4,40,40,3.3,40.0,t,6,27,57,233,532,60,4,4.87,4.92,4.94,4.95,4.94,4.86,4.84,f,4,0,4
391,9718220,Clarke’s Beach 800mt AirConditioner in Room,26972595,Marion,2015-01-30,within an hour,100.0,100%,t,4,t,BYRON SHIRE COUNCIL,,-28.64976,153.61775,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,1.0,131.0,3,28,1,3,28,28,3.0,28.0,t,8,31,61,237,518,62,4,4.83,4.87,4.89,4.9,4.91,4.84,4.77,f,4,0,4
393,9749069,Main Beach 800metre Aircon in Room,26972595,Marion,2015-01-30,within an hour,100.0,100%,t,4,t,BYRON SHIRE COUNCIL,,-28.65158,153.61612,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,2.0,132.0,3,28,1,5,28,28,3.1,28.0,t,8,33,63,147,475,21,0,4.78,4.85,4.88,4.91,4.91,4.81,4.77,f,4,0,4
404,10061230,Single Person Room,26972595,Marion,2015-01-30,within an hour,100.0,100%,t,4,t,BYRON SHIRE COUNCIL,,-28.65153,153.61674,Private room in townhouse,Private room,1,1.0,1 shared bath,1.0,2.0,117.0,3,30,1,5,30,30,2.9,30.0,t,9,39,69,331,346,20,3,4.86,4.86,4.9,4.94,4.95,4.88,4.84,f,4,0,4
411,10275432,Riverside Rest & Chill + Yoga Studio & Free Kayaks,52843275,Isabel,2015-12-31,within an hour,100.0,100%,t,3,t,TWEED SHIRE COUNCIL,,-28.33258,153.56567,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,116.0,2,100,2,2,1125,1125,2.0,1125.0,t,17,43,68,242,76,25,3,4.75,4.61,4.64,4.8,4.78,4.83,4.62,f,3,1,2
425,10752875,Walk to Town and Beach,55598503,Catherine,2016-01-21,within an hour,100.0,100%,t,1,t,BYRON SHIRE COUNCIL,,-28.64483,153.60954,Private room in home,Private room,2,1.0,1 private bath,1.0,3.0,136.0,1,1125,1,2,1125,1125,1.3,1125.0,t,0,0,0,13,359,35,4,4.95,4.92,4.97,4.93,4.92,4.97,4.87,t,1,0,1
431,10861870,Room in Townhouse Byron Central,16278632,Micka,2014-06-02,within a day,92.0,58%,f,2,t,BYRON SHIRE COUNCIL,,-28.6434,153.61046,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,117.0,1,38,1,2,38,38,1.0,38.0,t,3,26,43,119,97,10,3,4.82,4.91,4.6,4.93,4.93,4.96,4.84,f,2,1,1
432,10864615,Feel relaxed in Alstonville Plateau,56284943,Alan & Linda,2016-01-27,within an hour,100.0,99%,t,1,t,BALLINA SHIRE COUNCIL,,-28.84874,153.45525,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,55.0,1,1125,1,1,1125,1125,1.0,1125.0,t,1,1,10,274,725,97,4,4.97,4.98,4.97,4.98,4.97,4.94,4.98,f,1,0,1
434,10951182,Artist's home close to Bangalow,4274680,Clare,2012-11-28,,,98%,t,2,t,BYRON SHIRE COUNCIL,,-28.68792,153.51388,Private room in home,Private room,2,,1 private bath,,,,1,30,1,1,30,30,1.0,30.0,t,0,0,0,0,255,43,0,4.94,4.97,4.88,4.96,4.95,4.88,4.89,f,2,1,1
437,11069346,Balyarta Om Sunny Room Byron Bay.,5581752,Balyarta,2013-03-23,a few days or more,0.0,,f,6,t,BYRON SHIRE COUNCIL,,-28.683609,153.608139,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,133.0,90,1125,90,90,1125,1125,90.0,1125.0,t,13,43,73,348,90,0,0,4.8,4.81,4.86,4.87,4.94,4.78,4.71,f,3,1,2
454,11592767,Riverbend Suites,13675189,Tiffany,2014-03-29,within an hour,60.0,54%,f,4,t,LISMORE CITY COUNCIL,,-28.64594,153.41331,Private room in farm stay,Private room,2,,1 private bath,,,,1,14,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2,0,0,4.5,4.0,5.0,5.0,5.0,5.0,4.0,f,4,1,3
468,11977605,Romantic Byron Hinterland Getaway,13675189,Tiffany,2014-03-29,within an hour,60.0,54%,f,4,t,LISMORE CITY COUNCIL,,-28.64259,153.40801,Private room in farm stay,Private room,2,,1 bath,,,,1,14,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,13,0,0,4.69,4.69,4.92,4.85,4.92,4.92,4.54,f,4,1,3
473,12308629,Stunning rainforest retreat in NNSW,66375150,Irwan (Or Freeman),2016-04-08,within a day,67.0,,f,1,t,KYOGLE COUNCIL,,-28.35836,153.00492,Private room in nature lodge,Private room,16,7.0,7 shared baths,15.0,30.0,75.0,2,1125,2,2,1125,1125,2.0,1125.0,t,14,38,63,294,7,0,0,5.0,4.86,4.71,5.0,4.86,5.0,4.71,f,1,0,1
474,12313618,Beauty & the Beach 1 -Premier location,66415917,Chick,2016-04-09,within an hour,100.0,77%,t,3,t,BYRON SHIRE COUNCIL,,-28.64692289997753,153.6183185328364,Private room in rental unit,Private room,2,1.5,1.5 shared baths,2.0,1.0,119.0,2,1125,1,2,1125,1125,2.0,1125.0,t,12,40,70,330,230,18,0,4.85,4.92,4.89,4.92,4.95,4.9,4.72,f,2,0,2
