,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5476,5476,1195976622711967778,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.70228,153.61118,Entire home,Entire home/apt,8,3 baths,3.0,5.0,$959.00,3,1125,3,7,3,1125,3.6,36.3,t,9,25,55,317,1,1,1,2024-11-25,2024-11-25,5.0,4.0,5.0,5.0,5.0,5.0,4.0,58,58,0,0,1.0
5491,5491,1201096365699575694,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64519,153.6153,Entire home,Entire home/apt,8,3 baths,4.0,4.0,"$1,797.00",3,1125,3,7,3,1125,3.6,38.7,t,19,37,46,314,0,0,0,,,,,,,,,,58,58,0,0,
5513,5513,1206363883496131059,15065681,2014-05-04,within a day,100%,100%,f,2,t,BYRON SHIRE COUNCIL,,-28.56935,153.45114,Entire home,Entire home/apt,5,1 bath,2.0,,,3,10,3,3,10,10,3.0,10.0,t,0,1,2,2,0,0,0,,,,,,,,,,2,1,1,0,
5539,5539,1211202447785231931,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6878223,153.6130009,Entire home,Entire home/apt,8,2 baths,4.0,4.0,"$1,797.00",3,1125,3,7,3,1125,3.6,36.3,t,12,22,22,22,0,0,0,,,,,,,,,,58,58,0,0,
5585,5585,1217781178134007120,24648031,2014-12-09,within a day,90%,78%,f,1,t,BYRON SHIRE COUNCIL,,-28.5196141,153.5459815,Entire home,Entire home/apt,4,2 baths,2.0,2.0,$250.00,2,28,1,1,28,28,1.0,28.0,t,4,12,33,33,1,1,0,2024-10-10,2024-10-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.45
5607,5607,1222024511805455641,595841047,2024-08-12,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.65997,153.61611,Entire home,Entire home/apt,9,2.5 baths,3.0,5.0,"$1,396.00",3,30,1,5,99,99,3.2,99.0,t,11,27,53,224,0,0,0,,,,,,,,,,1,1,0,0,
5624,5624,1225827127574111895,15065681,2014-05-04,within a day,100%,100%,f,2,t,BYRON SHIRE COUNCIL,,-28.56761,153.45113,Private room in home,Private room,2,1 shared bath,1.0,1.0,$120.00,2,60,2,2,60,60,2.0,60.0,t,0,0,28,28,1,1,0,2024-09-22,2024-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.35
5646,5646,1230964626061680494,504515894,2023-03-08,within a day,70%,8%,f,13,t,TWEED SHIRE COUNCIL,,-28.278311737545422,153.57907565927738,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,$540.00,2,365,2,2,365,365,2.0,365.0,t,10,40,70,345,0,0,0,,,,,,,,,,1,1,0,0,
5653,5653,1232289660344935742,495259882,2023-01-09,within a day,100%,,f,1,t,BALLINA SHIRE COUNCIL,,-28.8111808,153.5343744,Entire home,Entire home/apt,6,2.5 baths,4.0,2.0,$822.00,6,10,6,6,10,10,6.0,10.0,,10,10,37,312,0,0,0,,,,,,,,,,1,1,0,0,
5668,5668,1234543885516625749,3914486,2012-10-18,within a day,89%,67%,f,1,t,BYRON SHIRE COUNCIL,,-28.63621,153.49269,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$255.00,2,90,2,2,90,90,2.0,90.0,t,15,45,61,61,1,1,1,2024-11-17,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0
5689,5689,1238201661779719288,91781569,2016-08-25,within a day,100%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.49158918284495,153.54752582913264,Entire home,Entire home/apt,8,2.5 baths,4.0,5.0,$850.00,5,365,4,5,365,365,5.0,365.0,t,4,4,15,37,0,0,0,,,,,,,,,,1,1,0,0,
5719,5719,1244619388078796636,28851302,2015-03-06,within a day,100%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.67758,153.60681,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$635.00,5,365,5,5,365,365,5.0,365.0,t,9,29,29,133,0,0,0,,,,,,,,,,1,1,0,0,
5782,5782,1256859704703065750,59241036,2016-02-17,within a day,50%,100%,f,1,t,TWEED SHIRE COUNCIL,,-28.3941409,153.560221,Entire home,Entire home/apt,10,2 baths,4.0,4.0,$800.00,2,365,2,2,365,365,2.0,365.0,t,8,38,68,340,0,0,0,,,,,,,,,,1,1,0,0,
5785,5785,1257398576505945135,44157235,2015-09-14,within a day,100%,29%,f,1,t,BYRON SHIRE COUNCIL,,-28.68010687956048,153.602007817141,Entire home,Entire home/apt,6,1 bath,3.0,3.0,$500.00,3,365,3,3,365,365,3.0,365.0,t,19,49,79,351,0,0,0,,,,,,,,,,1,1,0,0,
5813,5813,1263222634239237754,2695126,2012-06-20,within a day,100%,50%,f,2,t,BYRON SHIRE COUNCIL,,-28.68584127455844,153.60975809614044,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,$400.00,10,365,10,10,365,365,10.0,365.0,t,30,44,44,111,0,0,0,,,,,,,,,,2,1,1,0,
5826,5826,1264647681450826216,435910643,2021-12-13,within a day,100%,100%,f,1,t,TWEED SHIRE COUNCIL,,-28.2740491,153.5766597,Entire home,Entire home/apt,8,1 bath,4.0,4.0,$986.00,1,365,1,7,365,365,1.5,365.0,t,18,48,78,353,0,0,0,,,,,,,,,,1,1,0,0,
5846,5846,1267758651898540827,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.70239162200309,153.5644197662052,Entire home,Entire home/apt,8,3 baths,4.0,5.0,"$5,509.00",3,1125,3,7,3,1125,3.1,977.6,t,29,47,47,57,0,0,0,,,,,,,,,,58,58,0,0,
5882,5882,1273454601053472876,29730343,2015-03-21,within a day,100%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.526776801130403,153.5375313095521,Entire home,Entire home/apt,10,2 baths,4.0,7.0,$288.00,7,365,7,7,365,365,7.0,365.0,,17,17,17,17,0,0,0,,,,,,,,,,1,1,0,0,
5891,5891,1274325456938069799,74708745,2016-05-29,within a day,100%,100%,f,1,t,CLARENCE VALLEY COUNCIL,,-29.4289487,153.3253735,Entire home,Entire home/apt,3,1 bath,1.0,3.0,$329.00,2,15,2,7,15,15,6.8,15.0,t,4,6,6,6,0,0,0,,,,,,,,,,1,1,0,0,
5902,5902,1276446528137114497,187497028,2018-05-02,within a day,50%,0%,f,1,t,TWEED SHIRE COUNCIL,,-28.180666200259996,153.53817095898953,Private room in home,Private room,2,1 private bath,1.0,1.0,$150.00,4,30,4,4,30,30,4.0,30.0,t,5,5,5,5,0,0,0,,,,,,,,,,1,0,1,0,
5919,5919,1279128738737190811,69966671,2016-05-02,within a day,100%,100%,f,1,t,CLARENCE VALLEY COUNCIL,,-29.480577533882094,153.33974173715598,Entire home,Entire home/apt,5,2 baths,2.0,4.0,$320.00,5,30,5,5,30,30,5.0,30.0,t,17,26,26,26,0,0,0,,,,,,,,,,1,1,0,0,
5920,5920,1279234632433406984,43051943,2015-09-01,within a day,100%,,f,1,t,TWEED SHIRE COUNCIL,,-28.25649014777372,153.56579753583097,Entire home,Entire home/apt,2,1 bath,2.0,2.0,$70.00,90,90,90,90,90,90,90.0,90.0,t,30,60,90,365,0,0,0,,,,,,,,,,1,1,0,0,
5929,5929,1279996769055154736,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.689789653171847,153.61410919936412,Entire home,Entire home/apt,14,6 baths,6.0,9.0,"$1,821.00",3,1125,3,7,3,1125,3.6,36.3,t,4,18,26,278,0,0,0,,,,,,,,,,58,58,0,0,
5932,5932,1280048744353107008,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.8549161,153.5809246,Entire home,Entire home/apt,4,1 bath,2.0,3.0,$197.00,3,365,3,5,365,365,3.4,365.0,t,10,30,32,117,0,0,0,,,,,,,,,,50,50,0,0,
5951,5951,1282773841657519088,660567857,2024-11-04,within a day,100%,75%,f,1,t,TWEED SHIRE COUNCIL,,-28.173103570914044,153.542522729271,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$150.00,5,60,5,5,60,60,5.0,60.0,t,3,20,41,41,2,2,2,2024-11-18,2024-11-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.0
5952,5952,1282865163542471936,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64568500177905,153.5580737087625,Entire home,Entire home/apt,8,2 baths,4.0,4.0,"$2,285.00",3,1125,3,7,3,1125,3.6,36.3,t,22,52,79,354,0,0,0,,,,,,,,,,58,58,0,0,
5959,5959,1283180540360155240,15906991,2014-05-23,within a day,100%,50%,f,2,t,BYRON SHIRE COUNCIL,,-28.686846343615233,153.61283108044734,Entire home,Entire home/apt,8,2 baths,4.0,5.0,"$1,106.00",3,365,3,7,365,365,3.1,365.0,t,19,49,78,159,0,0,0,,,,,,,,,,1,1,0,0,
5976,5976,1284449266926602162,516431051,2023-05-24,within a day,77%,54%,f,18,t,TWEED SHIRE COUNCIL,,-28.5243426477272,153.32567823091725,Tiny home,Entire home/apt,2,1 bath,1.0,1.0,$234.00,2,15,2,2,15,15,2.0,15.0,t,12,42,72,347,1,1,1,2024-12-10,2024-12-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0
5991,5991,1287898871878012452,30511782,2015-04-03,within a day,100%,,f,2,t,BALLINA SHIRE COUNCIL,,-28.81738090081113,153.58926237502857,Tiny home,Entire home/apt,3,1 bath,1.0,,,3,90,3,3,90,90,3.0,90.0,t,30,60,90,180,0,0,0,,,,,,,,,,1,1,0,0,
5994,5994,1288006554274058721,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.703329460916702,153.61123315827197,Entire home,Entire home/apt,8,3 baths,3.0,5.0,$640.00,3,1125,3,7,3,1125,3.6,36.3,t,24,54,84,356,0,0,0,,,,,,,,,,58,58,0,0,
6009,6009,1288571622517220261,661505932,2024-11-10,within a day,100%,100%,f,3,f,LISMORE CITY COUNCIL,,-28.6114671,153.3664113,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,$371.00,1,365,2,3,30,30,2.1,30.0,t,19,47,76,331,0,0,0,,,,,,,,,,3,3,0,0,
6010,6010,1288590707058099626,661505932,2024-11-10,within a day,100%,100%,f,3,f,LISMORE CITY COUNCIL,,-28.6114671,153.3664113,Entire cabin,Entire home/apt,2,1 bath,0.0,1.0,$258.00,1,365,2,3,30,365,2.1,340.7,t,12,40,69,321,0,0,0,,,,,,,,,,3,3,0,0,
6014,6014,1288679489810316283,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.65270168572907,153.6147108270424,Entire home,Entire home/apt,8,3 baths,4.0,5.0,"$1,116.00",3,1125,3,7,3,1125,3.6,36.3,t,24,54,84,352,0,0,0,,,,,,,,,,58,58,0,0,
6032,6032,1290247881673120876,13467016,2014-03-24,within a day,71%,44%,f,1,t,BYRON SHIRE COUNCIL,,-28.63917,153.56055,Entire cottage,Entire home/apt,6,1 bath,3.0,4.0,$550.00,3,20,2,3,20,20,3.0,20.0,t,11,41,71,71,0,0,0,,,,,,,,,,1,1,0,0,
6061,6061,1293175356244417543,661505932,2024-11-10,within a day,100%,100%,f,3,f,LISMORE CITY COUNCIL,,-28.61138,153.36647,Entire home,Entire home/apt,5,1 bath,2.0,2.0,$371.00,1,365,2,3,30,365,2.1,292.2,t,14,44,73,332,0,0,0,,,,,,,,,,3,3,0,0,
6062,6062,1293184409088831606,35347058,2015-06-09,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.683428086923012,153.5243055657026,Entire home,Entire home/apt,8,3 baths,4.0,6.0,"$1,350.00",1,365,1,7,365,365,1.8,365.0,t,30,48,48,55,0,0,0,,,,,,,,,,1,1,0,0,
6076,6076,1294753510095757842,43556539,2015-09-07,within a day,100%,,f,1,t,BYRON SHIRE COUNCIL,,-28.6851086,153.5212611,Entire home,Entire home/apt,4,1 bath,2.0,2.0,$300.00,4,100,4,4,100,100,4.0,100.0,t,29,59,89,364,0,0,0,,,,,,,,,,1,1,0,0,
6110,6110,1298650862799558980,129043474,2017-05-05,within a day,100%,100%,f,1,t,BYRON SHIRE COUNCIL,,-28.68870829999999,153.6027343,Entire home,Entire home/apt,5,1.5 baths,3.0,3.0,$479.00,5,14,4,5,14,14,5.0,14.0,t,11,15,15,15,0,0,0,,,,,,,,,,1,1,0,0,
6116,6116,1298824363144866827,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.65949898975468,153.6201603721226,Entire home,Entire home/apt,8,3 baths,4.0,4.0,$479.00,3,1125,3,7,3,1125,3.6,36.3,t,17,36,36,36,0,0,0,,,,,,,,,,58,58,0,0,
6124,6124,1299578396897224289,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.812912,153.5917957,Entire home,Entire home/apt,6,2 baths,3.0,4.0,$483.00,3,365,3,5,365,365,3.3,365.0,t,20,50,80,161,0,0,0,,,,,,,,,,50,50,0,0,
6128,6128,1300197918570333469,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.65277,153.54619,Entire home,Entire home/apt,8,5 baths,5.0,5.0,"$1,860.00",3,1125,3,7,3,1125,3.6,36.3,t,24,54,84,359,0,0,0,,,,,,,,,,58,58,0,0,
6136,6136,1301598674984198592,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.8657846,153.581312,Entire home,Entire home/apt,7,1 bath,3.0,4.0,$447.00,3,365,3,5,365,365,3.3,365.0,t,12,36,66,149,0,0,0,,,,,,,,,,50,50,0,0,
6175,6175,1303315465257562862,187404780,2018-05-02,within a day,79%,96%,f,58,t,BALLINA SHIRE COUNCIL,,-28.802512490104476,153.59544951576527,Entire villa,Entire home/apt,8,3 baths,4.0,4.0,"$1,018.00",3,1125,3,7,3,1125,3.6,36.3,t,18,48,64,323,0,0,0,,,,,,,,,,58,58,0,0,
6181,6181,1304018629688990753,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.645660627106615,153.60953266545908,Entire home,Entire home/apt,6,3 baths,3.0,3.0,$599.00,3,1125,3,7,3,1125,3.6,36.3,t,4,27,57,324,0,0,0,,,,,,,,,,58,58,0,0,
6182,6182,1304019076666956659,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6454476338954,153.60911266508504,Entire home,Entire home/apt,4,2 baths,2.0,2.0,"$1,417.00",3,1125,3,7,3,1125,3.6,36.3,t,11,41,71,342,0,0,0,,,,,,,,,,58,58,0,0,
6183,6183,1304019946768335530,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.645615212604792,153.61043941759505,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$479.00,3,1125,3,7,3,1125,3.6,36.3,t,10,33,63,330,0,0,0,,,,,,,,,,58,58,0,0,
6226,6226,1308407346261927726,106329043,2016-12-05,within a day,68%,66%,f,40,t,TWEED SHIRE COUNCIL,,-28.295344,153.573575,Entire home,Entire home/apt,6,3 baths,3.0,4.0,$457.00,1,90,1,7,90,90,7.0,90.0,t,28,58,88,362,0,0,0,,,,,,,,,,40,40,0,0,
